Row_ID,Order_ID,Order_Date,Order_month,Order_year,Ship_Date,Ship_Mode,Shipping_duration,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_margine
915,CA-2017-102519,27-11-2017,Nov,2017,29-11-2017,First Class,2,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209    ,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.70,9.00,0%,56.05,39%
916,US-2014-141215,15-06-2014,Jun,2014,21-06-2014,Standard Class,6,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207    ,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.90,2.00,30%,-18.56,-19%
917,US-2014-141215,15-06-2014,Jun,2014,21-06-2014,Standard Class,6,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207    ,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.90,4.00,30%,-57.00,-7%
918,US-2014-141215,15-06-2014,Jun,2014,21-06-2014,Standard Class,6,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207    ,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.60,3.00,80%,-14.57,-170%
919,CA-2016-165218,05-03-2016,Mar,2016,11-03-2016,Standard Class,6,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220    ,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.40,3.00,20%,50.41,34%
920,CA-2016-165218,05-03-2016,Mar,2016,11-03-2016,Standard Class,6,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220    ,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,13.00,1.00,20%,-0.81,-6%
921,CA-2014-138296,05-12-2014,Dec,2014,12-12-2014,Standard Class,7,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304    ,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.60,2.00,0%,6.88,28%
922,CA-2015-111164,11-04-2015,Apr,2015,15-04-2015,Standard Class,4,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009    ,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,85.10,3.00,0%,34.91,41%
923,CA-2015-111164,11-04-2015,Apr,2015,15-04-2015,Standard Class,4,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009    ,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,22.00,1.00,0%,10.56,48%
924,CA-2015-111164,11-04-2015,Apr,2015,15-04-2015,Standard Class,4,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009    ,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.60,5.00,0%,113.85,28%
925,CA-2016-149797,15-09-2016,Sep,2016,20-09-2016,Standard Class,5,AH-10075,Adam Hart,Corporate,United States,New York City,New York,10011    ,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.60,2.00,20%,294.55,35%
926,CA-2014-132962,13-09-2014,Sep,2014,16-09-2014,First Class,3,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143    ,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,15.60,3.00,20%,5.44,35%
927,CA-2014-132962,13-09-2014,Sep,2014,16-09-2014,First Class,3,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143    ,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.00,5.00,20%,53.55,21%
928,CA-2015-115091,05-10-2015,Oct,2015,09-10-2015,Standard Class,4,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153    ,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,46.20,4.00,0%,12.94,28%
929,CA-2015-115091,05-10-2015,Oct,2015,09-10-2015,Standard Class,4,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153    ,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,28.80,2.00,0%,9.52,33%
930,CA-2017-144932,14-04-2017,Apr,2017,17-04-2017,First Class,3,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615    ,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.60,3.00,20%,2.55,18%
931,CA-2017-144932,14-04-2017,Apr,2017,17-04-2017,First Class,3,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615    ,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.90,3.00,20%,21.34,24%
932,CA-2017-144932,14-04-2017,Apr,2017,17-04-2017,First Class,3,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615    ,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,13.90,3.00,20%,5.03,36%
933,CA-2017-114216,02-09-2017,Sep,2017,06-09-2017,Standard Class,4,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140    ,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.20,3.00,20%,4.11,34%
934,CA-2016-140081,20-06-2016,Jun,2016,24-06-2016,Standard Class,4,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.10,8.00,20%,15.21,34%
935,CA-2016-140081,20-06-2016,Jun,2016,24-06-2016,Standard Class,4,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,29.70,6.00,70%,-21.79,-73%
936,CA-2016-140081,20-06-2016,Jun,2016,24-06-2016,Standard Class,4,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,15.60,3.00,20%,5.44,35%
937,CA-2016-140081,20-06-2016,Jun,2016,24-06-2016,Standard Class,4,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.70,2.00,20%,33.58,8%
938,US-2017-111745,05-11-2017,Nov,2017,06-11-2017,First Class,1,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401    ,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,160.00,1.00,0%,54.40,34%
939,CA-2015-148250,13-12-2015,Dec,2015,17-12-2015,Standard Class,4,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503    ,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,13.00,2.00,0%,6.22,48%
940,CA-2015-148250,13-12-2015,Dec,2015,17-12-2015,Standard Class,4,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503    ,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.50,4.00,0%,34.96,26%
941,CA-2016-105760,19-06-2016,Jun,2016,20-06-2016,First Class,1,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,94110    ,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.10,2.00,0%,8.05,47%
942,CA-2016-142958,13-12-2016,Dec,2016,20-12-2016,Standard Class,7,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503    ,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.10,2.00,20%,2.21,36%
943,CA-2016-142958,13-12-2016,Dec,2016,20-12-2016,Standard Class,7,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503    ,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.30,4.00,20%,41.79,4%
944,CA-2015-120880,29-05-2015,May,2015,03-06-2015,Standard Class,5,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105    ,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,32.40,5.00,0%,15.55,48%
945,CA-2015-120880,29-05-2015,May,2015,03-06-2015,Standard Class,5,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105    ,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.60,3.00,0%,140.55,26%
946,CA-2015-120880,29-05-2015,May,2015,03-06-2015,Standard Class,5,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105    ,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.80,5.00,20%,62.91,38%
947,US-2015-140200,26-07-2015,Jul,2015,28-07-2015,First Class,2,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204    ,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.20,3.00,50%,-204.45,-52%
948,US-2017-110576,28-11-2017,Nov,2017,02-12-2017,Standard Class,4,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.50,7.00,20%,-12.91,-3%
949,US-2017-110576,28-11-2017,Nov,2017,02-12-2017,Standard Class,4,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.20,6.00,20%,75.54,8%
950,US-2017-110576,28-11-2017,Nov,2017,02-12-2017,Standard Class,4,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.30,12.00,40%,-619.60,-30%
951,US-2017-110576,28-11-2017,Nov,2017,02-12-2017,Standard Class,4,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,15.60,3.00,20%,5.44,35%
952,US-2017-110576,28-11-2017,Nov,2017,02-12-2017,Standard Class,4,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.30,6.00,20%,7.92,31%
953,CA-2017-131156,03-04-2017,Apr,2017,07-04-2017,Standard Class,4,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143    ,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,25.50,4.00,20%,7.64,30%
954,CA-2017-136539,28-12-2017,Dec,2017,01-01-2018,Standard Class,4,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664    ,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.20,2.00,20%,2.72,10%
955,CA-2017-136539,28-12-2017,Dec,2017,01-01-2018,Standard Class,4,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664    ,Central,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.90,2.00,32%,-11.60,-15%
956,CA-2017-119305,30-11-2017,Nov,2017,04-12-2017,Standard Class,4,SW-20275,Scott Williamson,Consumer,United States,Jackson,Mississippi,39212    ,South,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,173.80,5.00,0%,43.45,25%
957,CA-2017-102414,15-05-2017,May,2017,18-05-2017,Second Class,3,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023    ,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.60,1.00,20%,2.59,9%
958,CA-2017-102414,15-05-2017,May,2017,18-05-2017,Second Class,3,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023    ,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.80,2.00,70%,-3.17,-67%
959,CA-2017-102414,15-05-2017,May,2017,18-05-2017,Second Class,3,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023    ,West,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.60,3.00,20%,5.64,36%
960,CA-2015-112571,22-09-2015,Sep,2015,22-09-2015,Same Day,0,DL-12925,Daniel Lacy,Consumer,United States,Oceanside,California,92054    ,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.60,2.00,0%,53.20,26%
961,CA-2017-152142,14-11-2017,Nov,2017,19-11-2017,Standard Class,5,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110    ,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.60,2.00,20%,28.14,9%
962,CA-2015-160059,27-11-2015,Nov,2015,01-12-2015,Standard Class,4,TB-21190,Thomas Brumley,Home Office,United States,Fayetteville,Arkansas,72701    ,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.20,2.00,0%,3.06,49%
963,CA-2016-120859,01-09-2016,Sep,2016,04-09-2016,First Class,3,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110    ,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.90,2.00,0%,10.94,50%
964,CA-2014-127488,22-09-2014,Sep,2014,24-09-2014,Second Class,2,MS-17365,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433    ,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.60,2.00,20%,1.67,36%
965,CA-2017-135279,09-04-2017,Apr,2017,11-04-2017,First Class,2,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011    ,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.80,2.00,0%,4.81,49%
966,CA-2017-135279,09-04-2017,Apr,2017,11-04-2017,First Class,2,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011    ,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,36.00,3.00,0%,9.71,27%
967,CA-2017-135279,09-04-2017,Apr,2017,11-04-2017,First Class,2,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011    ,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,13.00,2.00,0%,6.22,48%
968,CA-2017-135279,09-04-2017,Apr,2017,11-04-2017,First Class,2,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011    ,East,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.60,4.00,0%,91.97,48%
969,CA-2017-135279,09-04-2017,Apr,2017,11-04-2017,First Class,2,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011    ,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.60,3.00,0%,4.23,49%
970,CA-2017-135279,09-04-2017,Apr,2017,11-04-2017,First Class,2,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011    ,East,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.80,3.00,0%,0.00,0%
971,CA-2014-115791,16-01-2014,Jan,2014,18-01-2014,Second Class,2,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134    ,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.10,6.00,20%,28.60,23%
972,CA-2014-115791,16-01-2014,Jan,2014,18-01-2014,Second Class,2,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134    ,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.20,3.00,40%,-31.05,-25%
973,CA-2014-115791,16-01-2014,Jan,2014,18-01-2014,Second Class,2,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134    ,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.60,2.00,70%,-13.63,-73%
974,CA-2014-115791,16-01-2014,Jan,2014,18-01-2014,Second Class,2,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134    ,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.10,3.00,20%,10.15,34%
975,US-2017-103247,05-10-2017,Oct,2017,08-10-2017,Second Class,3,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011    ,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.90,7.00,0%,3.22,2%
976,US-2017-103247,05-10-2017,Oct,2017,08-10-2017,Second Class,3,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011    ,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.80,3.00,20%,25.58,34%
977,US-2017-100209,09-07-2017,Jul,2017,15-07-2017,Standard Class,6,TD-20995,Tamara Dahlen,Consumer,United States,Portland,Oregon,97206    ,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.10,2.00,70%,-0.79,-73%
978,CA-2017-159366,07-01-2017,Jan,2017,10-01-2017,First Class,3,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205    ,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3060.00,2.00,10%,680.00,22%
979,CA-2016-145499,30-05-2016,May,2016,31-05-2016,First Class,1,RW-19690,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,28403    ,South,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.30,2.00,70%,-2.63,-80%
980,CA-2015-157035,09-12-2015,Dec,2015,12-12-2015,First Class,3,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201    ,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.00,3.00,0%,16.67,49%
981,CA-2016-144939,03-10-2016,Oct,2016,08-10-2016,Standard Class,5,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035    ,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.30,6.00,10%,93.22,16%
982,CA-2014-163419,11-11-2014,Nov,2014,14-11-2014,Second Class,3,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027    ,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.40,1.00,20%,0.81,24%
983,CA-2014-163419,11-11-2014,Nov,2014,14-11-2014,Second Class,3,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027    ,West,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),560.00,2.00,20%,56.00,10%
984,CA-2014-163419,11-11-2014,Nov,2014,14-11-2014,Second Class,3,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027    ,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.90,5.00,20%,75.49,13%
985,CA-2017-100314,29-09-2017,Sep,2017,05-10-2017,Standard Class,6,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506    ,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,8.00,2.00,20%,2.59,33%
986,CA-2017-100314,29-09-2017,Sep,2017,05-10-2017,Standard Class,6,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506    ,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",28.00,4.00,20%,9.44,34%
987,CA-2017-100314,29-09-2017,Sep,2017,05-10-2017,Standard Class,6,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506    ,Central,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.50,3.00,40%,44.87,13%
988,CA-2015-146829,10-03-2015,Mar,2015,10-03-2015,Same Day,0,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041    ,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.10,2.00,80%,-1.89,-170%
989,CA-2017-167899,21-05-2017,May,2017,26-05-2017,Standard Class,5,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021    ,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.10,5.00,0%,72.81,14%
990,CA-2017-167899,21-05-2017,May,2017,26-05-2017,Standard Class,5,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021    ,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,18.00,3.00,0%,5.21,29%
991,CA-2015-153549,29-03-2015,Mar,2015,31-03-2015,Second Class,2,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216    ,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.90,5.00,20%,131.28,11%
992,CA-2016-110023,09-09-2016,Sep,2016,11-09-2016,First Class,2,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024    ,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.60,2.00,20%,5.48,38%
993,CA-2016-105585,26-08-2016,Aug,2016,27-08-2016,First Class,1,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123    ,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.20,3.00,0%,4.91,48%
994,CA-2016-105585,26-08-2016,Aug,2016,27-08-2016,First Class,1,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123    ,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.90,5.00,0%,69.71,45%
995,CA-2014-117639,21-05-2014,May,2014,25-05-2014,Standard Class,4,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464    ,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.90,7.00,0%,1276.49,47%
996,CA-2014-117639,21-05-2014,May,2014,25-05-2014,Standard Class,4,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464    ,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,618.00,3.00,0%,173.03,28%
997,CA-2015-162537,28-10-2015,Oct,2015,03-11-2015,Standard Class,6,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420    ,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.70,1.00,0%,4.91,46%
998,CA-2015-162537,28-10-2015,Oct,2015,03-11-2015,Standard Class,6,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420    ,South,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.60,3.00,0%,9.89,27%
999,CA-2015-162537,28-10-2015,Oct,2015,03-11-2015,Standard Class,6,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420    ,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.10,5.00,0%,9.16,38%
1000,CA-2015-162537,28-10-2015,Oct,2015,03-11-2015,Standard Class,6,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420    ,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.10,7.00,0%,12.91,39%
1001,CA-2016-155488,13-11-2016,Nov,2016,17-11-2016,Standard Class,4,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661    ,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.00,2.00,0%,11.45,26%
1002,CA-2015-124891,31-07-2015,Jul,2015,31-07-2015,Same Day,0,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024    ,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.70,7.00,0%,762.18,33%
1003,CA-2015-124891,31-07-2015,Jul,2015,31-07-2015,Same Day,0,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024    ,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.80,7.00,40%,-290.88,-27%
1004,CA-2015-124891,31-07-2015,Jul,2015,31-07-2015,Same Day,0,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024    ,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.40,3.00,0%,9.33,48%
1005,CA-2015-126445,27-08-2015,Aug,2015,31-08-2015,Standard Class,4,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563    ,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.70,3.00,0%,92.08,19%
1006,CA-2015-111199,13-11-2015,Nov,2015,17-11-2015,Standard Class,4,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540    ,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.30,3.00,20%,40.35,35%
1007,CA-2015-105312,06-11-2015,Nov,2015,09-11-2015,First Class,3,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254    ,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.10,3.00,20%,2.48,35%
1008,CA-2015-105312,06-11-2015,Nov,2015,09-11-2015,First Class,3,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254    ,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.40,3.00,70%,-3.52,-80%
1009,US-2017-106705,26-12-2017,Dec,2017,01-01-2018,Standard Class,6,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601    ,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.80,5.00,0%,20.59,46%
1010,CA-2017-135034,01-08-2017,Aug,2017,03-08-2017,First Class,2,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653    ,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,96.00,2.00,20%,6.00,6%
1011,CA-2014-158540,24-11-2014,Nov,2014,26-11-2014,First Class,2,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,92037    ,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.70,4.00,0%,27.31,18%
1012,CA-2017-118437,17-06-2017,Jun,2017,21-06-2017,Second Class,4,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502    ,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.30,3.00,0%,46.58,30%
